Entry ID,Comments,ID submitter user,Locality,Region,Subregion,Agriculture,Site ,Site description,Context ID,Context description,Altitude,Latitute,Longitude,Exact Site location,Radius,Individual ID,Burial type,Taxon,Taxon common name,Sex,Age category individual,Min. age individual,Max. age individual,Sample type,Min age (95%),Max age (95%),Dating method,14C,14C unc,Period_tags,Period_2,d13C,d13C_err,d15N,d15N_err,Collagen yield,,%C,%N,C/N,Reference,Link,DOI,Publication date
69,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 285,Lower shell layer,4,34.6815,137.2809,,,285,,Homo sapiens,Human,?,Adolescent (12-15),,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-15.7,0.5,11.1,0.5,,,43,15.1,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
70,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 287,Lower shell layer,4,34.6815,137.2809,,,287,,Homo sapiens,Human,F,Middle adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-15.1,0.5,12.4,0.5,,,42.3,15.2,3.2,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
71,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 288,Lower shell layer,4,34.6815,137.2809,,,288,,Homo sapiens,Human,M,Adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-15.5,0.5,11.9,0.5,,,45,16.2,3.2,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
72,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 292,Lower shell layer,4,34.6815,137.2809,,,292,,Homo sapiens,Human,M,Young adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-16,0.5,11.2,0.5,,,44.2,16,3.2,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
73,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 293,Lower shell layer,4,34.6815,137.2809,,,293,,Homo sapiens,Human,F,Young adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-16.7,0.5,10.8,0.5,,,43.8,15.5,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
75,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 296,Lower shell layer,4,34.6815,137.2809,,,296,Flexed burial,Homo sapiens,Human,F,Old adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-17.5,0.5,9.9,0.5,,,43.5,15.4,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
76,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 298,Lower shell layer,4,34.6815,137.2809,,,298,Flexed burial,Homo sapiens,Human,?,?,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-16.4,0.5,11.2,0.5,,,42.8,13.9,3.6,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
77,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 301,Lower shell layer,4,34.6815,137.2809,,,301,Flexed burial,Homo sapiens,Human,F,Middle adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-15.6,0.5,11.9,0.5,,,42.4,15.3,3.2,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
78,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 302,Lower shell layer,4,34.6815,137.2809,,,302,Flexed burial,Homo sapiens,Human,F,Young adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-16.6,0.5,10.7,0.5,,,42.1,14.6,3.4,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
79,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 305,Lower shell layer,4,34.6815,137.2809,,,305,Flexed burial,Homo sapiens,Human,M,Young adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-15.5,0.5,11,0.5,,,43,15.5,3.2,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
80,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 306,Lower shell layer,4,34.6815,137.2809,,,306,Flexed burial,Homo sapiens,Human,F,Adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-15.4,0.5,11.8,0.5,,,42.4,15,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
81,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 310,Lower shell layer,4,34.6815,137.2809,,,310,,Homo sapiens,Human,F,Young adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-16.3,0.5,10.6,0.5,,,42,14.9,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
82,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 311,Lower shell layer,4,34.6815,137.2809,,,311,,Homo sapiens,Human,F,Young adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-16.1,0.5,10.6,0.5,,,42.8,15.3,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
83,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 315,Lower shell layer,4,34.6815,137.2809,,,315,Flexed burial,Homo sapiens,Human,F,Young adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-15.6,0.5,11.6,0.5,,,44.6,15.3,3.4,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
84,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 318,Lower shell layer,4,34.6815,137.2809,,,318,Flexed burial,Homo sapiens,Human,F,Old adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-14.7,0.5,12.2,0.5,,,45,16.2,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
85,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 321,Lower shell layer,4,34.6815,137.2809,,,321,Flexed burial,Homo sapiens,Human,M,Middle adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-16.9,0.5,9.8,0.5,,,41.8,15,3.2,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
86,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 322,Lower shell layer,4,34.6815,137.2809,,,322,Flexed burial,Homo sapiens,Human,F,Young adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-14.8,0.5,12.7,0.5,,,43.3,15.2,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
87,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 325,Lower shell layer,4,34.6815,137.2809,,,325,,Homo sapiens,Human,F,Old adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-19,0.5,8.2,0.5,,,44.7,15.6,3.4,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
89,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 335,Lower shell layer,4,34.6815,137.2809,,,335,Flexed burial,Homo sapiens,Human,F,Adolescent,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-16.4,0.5,11.4,0.5,,,43.8,15.7,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
90,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 337,Lower shell layer,4,34.6815,137.2809,,,337,,Homo sapiens,Human,M,Adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-19.6,0.5,8,0.5,,,40.8,13.3,3.6,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
92,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 342,Lower shell layer,4,34.6815,137.2809,,,342,Flexed burial,Homo sapiens,Human,F,Middle adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-13.6,0.5,14.2,0.5,,,44.1,15.2,3.4,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
93,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 345,Lower shell layer,4,34.6815,137.2809,,,345,Flexed burial,Homo sapiens,Human,M,Middle adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-15.7,0.5,11.5,0.5,,,42.4,14.6,3.4,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
94,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 347,Lower shell layer,4,34.6815,137.2809,,,347,,Homo sapiens,Human,M,Middle adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-19.5,0.5,7.3,0.5,,,42.6,14.7,3.4,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
96,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 349,Lower shell layer,4,34.6815,137.2809,,,349,Flexed burial,Homo sapiens,Human,M,Young adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-19.2,0.5,7.9,0.5,,,41.4,14,3.5,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
99,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 353,Lower shell layer,4,34.6815,137.2809,,,353,Flexed burial,Homo sapiens,Human,F,Adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-19.1,0.5,7.3,0.5,,,42.7,15.6,3.2,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
100,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 354,Lower shell layer,4,34.6815,137.2809,,,354,Flexed burial,Homo sapiens,Human,F,Old adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-15.3,0.5,11.9,0.5,,,42,14.8,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
101,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 355,Lower shell layer,4,34.6815,137.2809,,,355,Flexed burial,Homo sapiens,Human,M,Middle adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-18.8,0.5,8.6,0.5,,,43.8,15.1,3.4,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
103,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 357,Lower shell layer,4,34.6815,137.2809,,,357,Flexed burial,Homo sapiens,Human,F,Middle adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-15.7,0.5,12,0.5,,,42.7,14.7,3.4,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
104,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 360(1),Lower shell layer,4,34.6815,137.2809,,,360(1),Flexed burial,Homo sapiens,Human,M,Middle adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-16.5,0.5,9.5,0.5,,,44.4,15.7,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
106,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 363,Lower shell layer,4,34.6815,137.2809,,,363,Flexed burial,Homo sapiens,Human,M,Middle adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-15.1,0.5,12.5,0.5,,,44.7,15.9,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
107,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 364,Lower shell layer,4,34.6815,137.2809,,,364,,Homo sapiens,Human,M,Middle adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-16.3,0.5,10.9,0.5,,,41,14.1,3.4,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
108,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 366,Lower shell layer,4,34.6815,137.2809,,,366,Flexed burial,Homo sapiens,Human,M,Middle adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-19.3,0.5,6.9,0.5,,,43.1,15.2,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
109,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 368,Lower shell layer,4,34.6815,137.2809,,,368,Flexed burial,Homo sapiens,Human,M,Middle adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-17.9,0.5,9.6,0.5,,,43.2,15.1,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
110,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 371,Lower shell layer,4,34.6815,137.2809,,,371,Flexed burial,Homo sapiens,Human,F,Adolescent,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-17.3,0.5,10,0.5,,,43.1,15.3,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
111,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 375,Lower shell layer,4,34.6815,137.2809,,,375,Flexed burial,Homo sapiens,Human,M,Young adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-14.6,0.5,12.7,0.5,,,45,16.1,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
112,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 378,Lower shell layer,4,34.6815,137.2809,,,378,Flexed burial,Homo sapiens,Human,F,Old adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-19.2,0.5,6.6,0.5,,,45.7,16.1,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
113,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 380,Lower shell layer,4,34.6815,137.2809,,,380,Flexed burial,Homo sapiens,Human,M,Young adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-15.7,0.5,11,0.5,,,42.7,15.3,3.2,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
117,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 386,Lower shell layer,4,34.6815,137.2809,,,386,Flexed burial,Homo sapiens,Human,M,Young adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-15.4,0.5,11.3,0.5,,,45.4,16.4,3.2,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
118,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 388,Lower shell layer,4,34.6815,137.2809,,,388,Flexed burial,Homo sapiens,Human,M,Young adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-15,0.5,12.3,0.5,,,43.2,14.7,3.4,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
119,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 389,Lower shell layer,4,34.6815,137.2809,,,389,Flexed burial,Homo sapiens,Human,F,Young adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-17.5,0.5,10.1,0.5,,,44.4,15.5,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
